"","GRCODE","GRNAME","AccidentYear","DevelopmentYear","DevelopmentLag","IncurLoss_F2","CumPaidLoss_F2","BulkLoss_F2","EarnedPremDIR_F2","EarnedPremCeded_F2","EarnedPremNet_F2","Single","PostedReserve97_F2"
"753",10232,"American Assoc Of Othodontists RRG",1993,1995,3,0,0,0,0,0,0,1,862
"754",10232,"American Assoc Of Othodontists RRG",1993,1996,4,0,0,0,0,0,0,1,862
"755",10232,"American Assoc Of Othodontists RRG",1993,1997,5,0,0,0,0,0,0,1,862
"756",10232,"American Assoc Of Othodontists RRG",1993,1998,6,0,0,0,0,0,0,1,862
"757",10232,"American Assoc Of Othodontists RRG",1993,1999,7,0,0,0,0,0,0,1,862
"758",10232,"American Assoc Of Othodontists RRG",1993,2000,8,0,0,0,0,0,0,1,862
"759",10232,"American Assoc Of Othodontists RRG",1993,2001,9,0,0,0,0,0,0,1,862
"760",10232,"American Assoc Of Othodontists RRG",1993,2002,10,0,0,0,0,0,0,1,862
"761",10232,"American Assoc Of Othodontists RRG",1994,1994,1,0,0,0,0,0,0,1,862
"762",10232,"American Assoc Of Othodontists RRG",1994,1995,2,0,0,0,0,0,0,1,862
"763",10232,"American Assoc Of Othodontists RRG",1994,1996,3,0,0,0,0,0,0,1,862
"764",10232,"American Assoc Of Othodontists RRG",1994,1997,4,0,0,0,0,0,0,1,862
"765",10232,"American Assoc Of Othodontists RRG",1994,1998,5,0,0,0,0,0,0,1,862
"766",10232,"American Assoc Of Othodontists RRG",1994,1999,6,0,0,0,0,0,0,1,862
"767",10232,"American Assoc Of Othodontists RRG",1994,2000,7,0,0,0,0,0,0,1,862
"768",10232,"American Assoc Of Othodontists RRG",1994,2001,8,0,0,0,0,0,0,1,862
"769",10232,"American Assoc Of Othodontists RRG",1994,2002,9,0,0,0,0,0,0,1,862
"770",10232,"American Assoc Of Othodontists RRG",1994,2003,10,0,0,0,0,0,0,1,862
"771",10232,"American Assoc Of Othodontists RRG",1995,1995,1,95,0,95,170,37,133,1,862
"772",10232,"American Assoc Of Othodontists RRG",1995,1996,2,97,5,78,170,37,133,1,862
"773",10232,"American Assoc Of Othodontists RRG",1995,1997,3,93,7,85,170,37,133,1,862
"774",10232,"American Assoc Of Othodontists RRG",1995,1998,4,185,6,179,170,37,133,1,862
"775",10232,"American Assoc Of Othodontists RRG",1995,1999,5,180,6,174,170,37,133,1,862
"776",10232,"American Assoc Of Othodontists RRG",1995,2000,6,177,6,171,170,37,133,1,862
"777",10232,"American Assoc Of Othodontists RRG",1995,2001,7,6,6,0,170,37,133,1,862
"778",10232,"American Assoc Of Othodontists RRG",1995,2002,8,6,6,0,170,37,133,1,862
"779",10232,"American Assoc Of Othodontists RRG",1995,2003,9,6,6,0,170,37,133,1,862
"780",10232,"American Assoc Of Othodontists RRG",1995,2004,10,6,6,0,170,37,133,1,862
"781",10232,"American Assoc Of Othodontists RRG",1996,1996,1,424,27,247,773,196,577,1,862
"782",10232,"American Assoc Of Othodontists RRG",1996,1997,2,401,152,102,773,196,577,1,862
"783",10232,"American Assoc Of Othodontists RRG",1996,1998,3,380,171,204,773,196,577,1,862
"784",10232,"American Assoc Of Othodontists RRG",1996,1999,4,367,171,196,773,196,577,1,862
"785",10232,"American Assoc Of Othodontists RRG",1996,2000,5,364,173,186,773,196,577,1,862
"786",10232,"American Assoc Of Othodontists RRG",1996,2001,6,153,153,0,773,196,577,1,862
"787",10232,"American Assoc Of Othodontists RRG",1996,2002,7,153,153,0,773,196,577,1,862
"788",10232,"American Assoc Of Othodontists RRG",1996,2003,8,153,153,0,773,196,577,1,862
"789",10232,"American Assoc Of Othodontists RRG",1996,2004,9,531,153,0,773,196,577,1,862
"790",10232,"American Assoc Of Othodontists RRG",1996,2005,10,153,153,0,773,196,577,1,862
"791",10232,"American Assoc Of Othodontists RRG",1997,1997,1,562,35,144,1077,270,807,1,862
"792",10232,"American Assoc Of Othodontists RRG",1997,1998,2,540,134,78,1077,270,807,1,862
"793",10232,"American Assoc Of Othodontists RRG",1997,1999,3,547,347,-35,1077,270,807,1,862
"794",10232,"American Assoc Of Othodontists RRG",1997,2000,4,535,522,-22,1077,270,807,1,862
"795",10232,"American Assoc Of Othodontists RRG",1997,2001,5,531,531,0,1077,270,807,1,862
"796",10232,"American Assoc Of Othodontists RRG",1997,2002,6,531,531,0,1077,270,807,1,862
"797",10232,"American Assoc Of Othodontists RRG",1997,2003,7,531,531,0,1077,270,807,1,862
"798",10232,"American Assoc Of Othodontists RRG",1997,2004,8,935,531,0,1077,270,807,1,862
"799",10232,"American Assoc Of Othodontists RRG",1997,2005,9,531,531,0,1077,270,807,1,862
"800",10232,"American Assoc Of Othodontists RRG",1997,2006,10,531,531,0,1077,270,807,1,862
"801",10341,"Controlled Risk Ins Co Of VT Inc",1988,1988,1,0,0,0,0,0,0,1,16367
"802",10341,"Controlled Risk Ins Co Of VT Inc",1988,1989,2,0,0,0,0,0,0,1,16367
"803",10341,"Controlled Risk Ins Co Of VT Inc",1988,1990,3,0,0,0,0,0,0,1,16367
"804",10341,"Controlled Risk Ins Co Of VT Inc",1988,1991,4,0,0,0,0,0,0,1,16367
"805",10341,"Controlled Risk Ins Co Of VT Inc",1988,1992,5,0,0,0,0,0,0,1,16367
"806",10341,"Controlled Risk Ins Co Of VT Inc",1988,1993,6,0,0,0,0,0,0,1,16367
"807",10341,"Controlled Risk Ins Co Of VT Inc",1988,1994,7,0,0,0,0,0,0,1,16367
"808",10341,"Controlled Risk Ins Co Of VT Inc",1988,1995,8,0,0,0,0,0,0,1,16367
"809",10341,"Controlled Risk Ins Co Of VT Inc",1988,1996,9,0,0,0,0,0,0,1,16367
"810",10341,"Controlled Risk Ins Co Of VT Inc",1988,1997,10,0,0,0,0,0,0,1,16367
"811",10341,"Controlled Risk Ins Co Of VT Inc",1989,1989,1,0,0,0,0,0,0,1,16367
"812",10341,"Controlled Risk Ins Co Of VT Inc",1989,1990,2,0,0,0,0,0,0,1,16367
"813",10341,"Controlled Risk Ins Co Of VT Inc",1989,1991,3,0,0,0,0,0,0,1,16367
"814",10341,"Controlled Risk Ins Co Of VT Inc",1989,1992,4,0,0,0,0,0,0,1,16367
"815",10341,"Controlled Risk Ins Co Of VT Inc",1989,1993,5,0,0,0,0,0,0,1,16367
"816",10341,"Controlled Risk Ins Co Of VT Inc",1989,1994,6,0,0,0,0,0,0,1,16367
"817",10341,"Controlled Risk Ins Co Of VT Inc",1989,1995,7,0,0,0,0,0,0,1,16367
"818",10341,"Controlled Risk Ins Co Of VT Inc",1989,1996,8,0,0,0,0,0,0,1,16367
"819",10341,"Controlled Risk Ins Co Of VT Inc",1989,1997,9,0,0,0,0,0,0,1,16367
"820",10341,"Controlled Risk Ins Co Of VT Inc",1989,1998,10,0,0,0,0,0,0,1,16367
"821",10341,"Controlled Risk Ins Co Of VT Inc",1990,1990,1,0,0,0,0,0,0,1,16367
"822",10341,"Controlled Risk Ins Co Of VT Inc",1990,1991,2,0,0,0,0,0,0,1,16367
"823",10341,"Controlled Risk Ins Co Of VT Inc",1990,1992,3,0,0,0,0,0,0,1,16367
"824",10341,"Controlled Risk Ins Co Of VT Inc",1990,1993,4,0,0,0,0,0,0,1,16367
"825",10341,"Controlled Risk Ins Co Of VT Inc",1990,1994,5,0,0,0,0,0,0,1,16367
"826",10341,"Controlled Risk Ins Co Of VT Inc",1990,1995,6,0,0,0,0,0,0,1,16367
"827",10341,"Controlled Risk Ins Co Of VT Inc",1990,1996,7,0,0,0,0,0,0,1,16367
"828",10341,"Controlled Risk Ins Co Of VT Inc",1990,1997,8,0,0,0,0,0,0,1,16367
"829",10341,"Controlled Risk Ins Co Of VT Inc",1990,1998,9,0,0,0,0,0,0,1,16367
"830",10341,"Controlled Risk Ins Co Of VT Inc",1990,1999,10,0,0,0,0,0,0,1,16367
"831",10341,"Controlled Risk Ins Co Of VT Inc",1991,1991,1,0,0,0,0,0,0,1,16367
"832",10341,"Controlled Risk Ins Co Of VT Inc",1991,1992,2,0,0,0,0,0,0,1,16367
"833",10341,"Controlled Risk Ins Co Of VT Inc",1991,1993,3,0,0,0,0,0,0,1,16367
"834",10341,"Controlled Risk Ins Co Of VT Inc",1991,1994,4,0,0,0,0,0,0,1,16367
"835",10341,"Controlled Risk Ins Co Of VT Inc",1991,1995,5,0,0,0,0,0,0,1,16367
"836",10341,"Controlled Risk Ins Co Of VT Inc",1991,1996,6,0,0,0,0,0,0,1,16367
"837",10341,"Controlled Risk Ins Co Of VT Inc",1991,1997,7,0,0,0,0,0,0,1,16367
"838",10341,"Controlled Risk Ins Co Of VT Inc",1991,1998,8,0,0,0,0,0,0,1,16367
"839",10341,"Controlled Risk Ins Co Of VT Inc",1991,1999,9,0,0,0,0,0,0,1,16367
"840",10341,"Controlled Risk Ins Co Of VT Inc",1991,2000,10,0,0,0,0,0,0,1,16367
"841",10341,"Controlled Risk Ins Co Of VT Inc",1992,1992,1,0,0,0,0,0,0,1,16367
"842",10341,"Controlled Risk Ins Co Of VT Inc",1992,1993,2,0,0,0,0,0,0,1,16367
"843",10341,"Controlled Risk Ins Co Of VT Inc",1992,1994,3,0,0,0,0,0,0,1,16367
"844",10341,"Controlled Risk Ins Co Of VT Inc",1992,1995,4,0,0,0,0,0,0,1,16367
"845",10341,"Controlled Risk Ins Co Of VT Inc",1992,1996,5,0,0,0,0,0,0,1,16367
"846",10341,"Controlled Risk Ins Co Of VT Inc",1992,1997,6,0,0,0,0,0,0,1,16367
"847",10341,"Controlled Risk Ins Co Of VT Inc",1992,1998,7,0,0,0,0,0,0,1,16367
"848",10341,"Controlled Risk Ins Co Of VT Inc",1992,1999,8,0,0,0,0,0,0,1,16367
"849",10341,"Controlled Risk Ins Co Of VT Inc",1992,2000,9,0,0,0,0,0,0,1,16367
"850",10341,"Controlled Risk Ins Co Of VT Inc",1992,2001,10,0,0,0,0,0,0,1,16367
"851",10341,"Controlled Risk Ins Co Of VT Inc",1993,1993,1,0,0,0,0,0,0,1,16367
"852",10341,"Controlled Risk Ins Co Of VT Inc",1993,1994,2,0,0,0,0,0,0,1,16367
"853",10341,"Controlled Risk Ins Co Of VT Inc",1993,1995,3,0,0,0,0,0,0,1,16367
"854",10341,"Controlled Risk Ins Co Of VT Inc",1993,1996,4,0,0,0,0,0,0,1,16367
"855",10341,"Controlled Risk Ins Co Of VT Inc",1993,1997,5,0,0,0,0,0,0,1,16367
"856",10341,"Controlled Risk Ins Co Of VT Inc",1993,1998,6,0,0,0,0,0,0,1,16367
"857",10341,"Controlled Risk Ins Co Of VT Inc",1993,1999,7,0,0,0,0,0,0,1,16367
"858",10341,"Controlled Risk Ins Co Of VT Inc",1993,2000,8,0,0,0,0,0,0,1,16367
"859",10341,"Controlled Risk Ins Co Of VT Inc",1993,2001,9,0,0,0,0,0,0,1,16367
"860",10341,"Controlled Risk Ins Co Of VT Inc",1993,2002,10,0,0,0,0,0,0,1,16367
"861",10341,"Controlled Risk Ins Co Of VT Inc",1994,1994,1,0,0,0,0,0,0,1,16367
"862",10341,"Controlled Risk Ins Co Of VT Inc",1994,1995,2,0,0,0,0,0,0,1,16367
"863",10341,"Controlled Risk Ins Co Of VT Inc",1994,1996,3,0,0,0,0,0,0,1,16367
"864",10341,"Controlled Risk Ins Co Of VT Inc",1994,1997,4,0,0,0,0,0,0,1,16367
"865",10341,"Controlled Risk Ins Co Of VT Inc",1994,1998,5,0,0,0,0,0,0,1,16367
"866",10341,"Controlled Risk Ins Co Of VT Inc",1994,1999,6,0,0,0,0,0,0,1,16367
"867",10341,"Controlled Risk Ins Co Of VT Inc",1994,2000,7,0,0,0,0,0,0,1,16367
"868",10341,"Controlled Risk Ins Co Of VT Inc",1994,2001,8,0,0,0,0,0,0,1,16367
"869",10341,"Controlled Risk Ins Co Of VT Inc",1994,2002,9,0,0,0,0,0,0,1,16367
"870",10341,"Controlled Risk Ins Co Of VT Inc",1994,2003,10,0,0,0,0,0,0,1,16367
"871",10341,"Controlled Risk Ins Co Of VT Inc",1995,1995,1,8025,302,-1880,34719,24371,10348,1,16367
"872",10341,"Controlled Risk Ins Co Of VT Inc",1995,1996,2,8324,1266,-2459,34719,24371,10348,1,16367
"873",10341,"Controlled Risk Ins Co Of VT Inc",1995,1997,3,8495,3054,-1469,34719,24371,10348,1,16367
"874",10341,"Controlled Risk Ins Co Of VT Inc",1995,1998,4,7897,4423,-1894,34719,24371,10348,1,16367
"875",10341,"Controlled Risk Ins Co Of VT Inc",1995,1999,5,7313,5161,-831,34719,24371,10348,1,16367
"876",10341,"Controlled Risk Ins Co Of VT Inc",1995,2000,6,7493,6239,-511,34719,24371,10348,1,16367
"877",10341,"Controlled Risk Ins Co Of VT Inc",1995,2001,7,7234,6397,385,34719,24371,10348,1,16367
"878",10341,"Controlled Risk Ins Co Of VT Inc",1995,2002,8,7000,6596,215,34719,24371,10348,1,16367
"879",10341,"Controlled Risk Ins Co Of VT Inc",1995,2003,9,6818,6754,-1,34719,24371,10348,1,16367
"880",10341,"Controlled Risk Ins Co Of VT Inc",1995,2004,10,6820,6801,19,34719,24371,10348,1,16367
"881",10341,"Controlled Risk Ins Co Of VT Inc",1996,1996,1,5572,310,-514,33707,25553,8154,1,16367
"882",10341,"Controlled Risk Ins Co Of VT Inc",1996,1997,2,5809,884,-318,33707,25553,8154,1,16367
"883",10341,"Controlled Risk Ins Co Of VT Inc",1996,1998,3,4897,1745,-1187,33707,25553,8154,1,16367
"884",10341,"Controlled Risk Ins Co Of VT Inc",1996,1999,4,4500,2487,-788,33707,25553,8154,1,16367
"885",10341,"Controlled Risk Ins Co Of VT Inc",1996,2000,5,4431,3228,-445,33707,25553,8154,1,16367
"886",10341,"Controlled Risk Ins Co Of VT Inc",1996,2001,6,4587,3878,-59,33707,25553,8154,1,16367
"887",10341,"Controlled Risk Ins Co Of VT Inc",1996,2002,7,4400,4143,30,33707,25553,8154,1,16367
"888",10341,"Controlled Risk Ins Co Of VT Inc",1996,2003,8,4350,4259,43,33707,25553,8154,1,16367
"889",10341,"Controlled Risk Ins Co Of VT Inc",1996,2004,9,4375,4276,68,33707,25553,8154,1,16367
"890",10341,"Controlled Risk Ins Co Of VT Inc",1996,2005,10,4348,4292,42,33707,25553,8154,1,16367
"891",10341,"Controlled Risk Ins Co Of VT Inc",1997,1997,1,6572,284,-836,30122,22543,7579,1,16367
"892",10341,"Controlled Risk Ins Co Of VT Inc",1997,1998,2,5751,809,-1060,30122,22543,7579,1,16367
"893",10341,"Controlled Risk Ins Co Of VT Inc",1997,1999,3,4999,1544,-1104,30122,22543,7579,1,16367
"894",10341,"Controlled Risk Ins Co Of VT Inc",1997,2000,4,4800,2436,-796,30122,22543,7579,1,16367
"895",10341,"Controlled Risk Ins Co Of VT Inc",1997,2001,5,5058,3527,-252,30122,22543,7579,1,16367
"896",10341,"Controlled Risk Ins Co Of VT Inc",1997,2002,6,5000,3828,161,30122,22543,7579,1,16367
"897",10341,"Controlled Risk Ins Co Of VT Inc",1997,2003,7,4502,4091,-42,30122,22543,7579,1,16367
"898",10341,"Controlled Risk Ins Co Of VT Inc",1997,2004,8,4475,4242,60,30122,22543,7579,1,16367
"899",10341,"Controlled Risk Ins Co Of VT Inc",1997,2005,9,4477,4345,87,30122,22543,7579,1,16367
"900",10341,"Controlled Risk Ins Co Of VT Inc",1997,2006,10,4371,4355,-27,30122,22543,7579,1,16367
"901",10393,"Texas Medical Ins Co",1988,1988,1,0,0,0,0,0,0,1,0
"902",10393,"Texas Medical Ins Co",1988,1989,2,0,0,0,0,0,0,1,0
"903",10393,"Texas Medical Ins Co",1988,1990,3,0,0,0,0,0,0,1,0
"904",10393,"Texas Medical Ins Co",1988,1991,4,0,0,0,0,0,0,1,0
"905",10393,"Texas Medical Ins Co",1988,1992,5,0,0,0,0,0,0,1,0
"906",10393,"Texas Medical Ins Co",1988,1993,6,0,0,0,0,0,0,1,0
"907",10393,"Texas Medical Ins Co",1988,1994,7,0,0,0,0,0,0,1,0
"908",10393,"Texas Medical Ins Co",1988,1995,8,0,0,0,0,0,0,1,0
"909",10393,"Texas Medical Ins Co",1988,1996,9,0,0,0,0,0,0,1,0
"910",10393,"Texas Medical Ins Co",1988,1997,10,0,0,0,0,0,0,1,0
"911",10393,"Texas Medical Ins Co",1989,1989,1,0,0,0,0,0,0,1,0
"912",10393,"Texas Medical Ins Co",1989,1990,2,0,0,0,0,0,0,1,0
"913",10393,"Texas Medical Ins Co",1989,1991,3,0,0,0,0,0,0,1,0
"914",10393,"Texas Medical Ins Co",1989,1992,4,0,0,0,0,0,0,1,0
"915",10393,"Texas Medical Ins Co",1989,1993,5,0,0,0,0,0,0,1,0
"916",10393,"Texas Medical Ins Co",1989,1994,6,0,0,0,0,0,0,1,0
"917",10393,"Texas Medical Ins Co",1989,1995,7,0,0,0,0,0,0,1,0
"918",10393,"Texas Medical Ins Co",1989,1996,8,0,0,0,0,0,0,1,0
"919",10393,"Texas Medical Ins Co",1989,1997,9,0,0,0,0,0,0,1,0
"920",10393,"Texas Medical Ins Co",1989,1998,10,0,0,0,0,0,0,1,0
"921",10393,"Texas Medical Ins Co",1990,1990,1,0,0,0,0,0,0,1,0
"922",10393,"Texas Medical Ins Co",1990,1991,2,0,0,0,0,0,0,1,0
"923",10393,"Texas Medical Ins Co",1990,1992,3,0,0,0,0,0,0,1,0
"924",10393,"Texas Medical Ins Co",1990,1993,4,0,0,0,0,0,0,1,0
"925",10393,"Texas Medical Ins Co",1990,1994,5,0,0,0,0,0,0,1,0
"926",10393,"Texas Medical Ins Co",1990,1995,6,0,0,0,0,0,0,1,0
"927",10393,"Texas Medical Ins Co",1990,1996,7,0,0,0,0,0,0,1,0
"928",10393,"Texas Medical Ins Co",1990,1997,8,0,0,0,0,0,0,1,0
"929",10393,"Texas Medical Ins Co",1990,1998,9,0,0,0,0,0,0,1,0
"930",10393,"Texas Medical Ins Co",1990,1999,10,0,0,0,0,0,0,1,0
"931",10393,"Texas Medical Ins Co",1991,1991,1,0,0,0,0,0,0,1,0
"932",10393,"Texas Medical Ins Co",1991,1992,2,0,0,0,0,0,0,1,0
"933",10393,"Texas Medical Ins Co",1991,1993,3,0,0,0,0,0,0,1,0
"934",10393,"Texas Medical Ins Co",1991,1994,4,0,0,0,0,0,0,1,0
"935",10393,"Texas Medical Ins Co",1991,1995,5,0,0,0,0,0,0,1,0
"936",10393,"Texas Medical Ins Co",1991,1996,6,0,0,0,0,0,0,1,0
"937",10393,"Texas Medical Ins Co",1991,1997,7,0,0,0,0,0,0,1,0
"938",10393,"Texas Medical Ins Co",1991,1998,8,0,0,0,0,0,0,1,0
"939",10393,"Texas Medical Ins Co",1991,1999,9,0,0,0,0,0,0,1,0
"940",10393,"Texas Medical Ins Co",1991,2000,10,0,0,0,0,0,0,1,0
"941",10393,"Texas Medical Ins Co",1992,1992,1,0,0,0,0,0,0,1,0
"942",10393,"Texas Medical Ins Co",1992,1993,2,0,0,0,0,0,0,1,0
"943",10393,"Texas Medical Ins Co",1992,1994,3,0,0,0,0,0,0,1,0
"944",10393,"Texas Medical Ins Co",1992,1995,4,0,0,0,0,0,0,1,0
"945",10393,"Texas Medical Ins Co",1992,1996,5,0,0,0,0,0,0,1,0
"946",10393,"Texas Medical Ins Co",1992,1997,6,0,0,0,0,0,0,1,0
"947",10393,"Texas Medical Ins Co",1992,1998,7,0,0,0,0,0,0,1,0
"948",10393,"Texas Medical Ins Co",1992,1999,8,0,0,0,0,0,0,1,0
"949",10393,"Texas Medical Ins Co",1992,2000,9,0,0,0,0,0,0,1,0
"950",10393,"Texas Medical Ins Co",1992,2001,10,0,0,0,0,0,0,1,0
"951",10393,"Texas Medical Ins Co",1993,1993,1,0,0,0,0,0,0,1,0
"952",10393,"Texas Medical Ins Co",1993,1994,2,0,0,0,0,0,0,1,0
"953",10393,"Texas Medical Ins Co",1993,1995,3,0,0,0,0,0,0,1,0
"954",10393,"Texas Medical Ins Co",1993,1996,4,0,0,0,0,0,0,1,0
"955",10393,"Texas Medical Ins Co",1993,1997,5,0,0,0,0,0,0,1,0
"956",10393,"Texas Medical Ins Co",1993,1998,6,0,0,0,0,0,0,1,0
"957",10393,"Texas Medical Ins Co",1993,1999,7,0,0,0,0,0,0,1,0
"958",10393,"Texas Medical Ins Co",1993,2000,8,0,0,0,0,0,0,1,0
"959",10393,"Texas Medical Ins Co",1993,2001,9,0,0,0,0,0,0,1,0
"960",10393,"Texas Medical Ins Co",1993,2002,10,0,0,0,0,0,0,1,0
"961",10393,"Texas Medical Ins Co",1994,1994,1,0,0,0,0,0,0,1,0
"962",10393,"Texas Medical Ins Co",1994,1995,2,0,0,0,0,0,0,1,0
"963",10393,"Texas Medical Ins Co",1994,1996,3,0,0,0,0,0,0,1,0
"964",10393,"Texas Medical Ins Co",1994,1997,4,0,0,0,0,0,0,1,0
"965",10393,"Texas Medical Ins Co",1994,1998,5,0,0,0,0,0,0,1,0
"966",10393,"Texas Medical Ins Co",1994,1999,6,0,0,0,0,0,0,1,0
"967",10393,"Texas Medical Ins Co",1994,2000,7,0,0,0,0,0,0,1,0
"968",10393,"Texas Medical Ins Co",1994,2001,8,0,0,0,0,0,0,1,0
"969",10393,"Texas Medical Ins Co",1994,2002,9,0,0,0,0,0,0,1,0
"970",10393,"Texas Medical Ins Co",1994,2003,10,0,0,0,0,0,0,1,0
"971",10393,"Texas Medical Ins Co",1995,1995,1,0,0,0,0,0,0,1,0
"972",10393,"Texas Medical Ins Co",1995,1996,2,0,0,0,0,0,0,1,0
"973",10393,"Texas Medical Ins Co",1995,1997,3,0,0,0,0,0,0,1,0
"974",10393,"Texas Medical Ins Co",1995,1998,4,0,0,0,0,0,0,1,0
"975",10393,"Texas Medical Ins Co",1995,1999,5,0,0,0,0,0,0,1,0
"976",10393,"Texas Medical Ins Co",1995,2000,6,0,0,0,0,0,0,1,0
"977",10393,"Texas Medical Ins Co",1995,2001,7,0,0,0,0,0,0,1,0
"978",10393,"Texas Medical Ins Co",1995,2002,8,0,0,0,0,0,0,1,0
"979",10393,"Texas Medical Ins Co",1995,2003,9,0,0,0,0,0,0,1,0
"980",10393,"Texas Medical Ins Co",1995,2004,10,0,0,0,0,0,0,1,0
"981",10393,"Texas Medical Ins Co",1996,1996,1,0,0,0,2,0,2,1,0
"982",10393,"Texas Medical Ins Co",1996,1997,2,0,0,0,2,0,2,1,0
"983",10393,"Texas Medical Ins Co",1996,1998,3,0,0,0,2,0,2,1,0
"984",10393,"Texas Medical Ins Co",1996,1999,4,0,0,0,2,0,2,1,0
"985",10393,"Texas Medical Ins Co",1996,2000,5,0,0,0,2,0,2,1,0
"986",10393,"Texas Medical Ins Co",1996,2001,6,0,0,0,2,0,2,1,0
"987",10393,"Texas Medical Ins Co",1996,2002,7,0,0,0,2,0,2,1,0
"988",10393,"Texas Medical Ins Co",1996,2003,8,0,0,0,2,0,2,1,0
"989",10393,"Texas Medical Ins Co",1996,2004,9,0,0,0,2,0,2,1,0
"990",10393,"Texas Medical Ins Co",1996,2005,10,0,0,0,2,0,2,1,0
"991",10393,"Texas Medical Ins Co",1997,1997,1,0,0,0,66,39,27,1,0
"992",10393,"Texas Medical Ins Co",1997,1998,2,0,0,0,66,39,27,1,0
"993",10393,"Texas Medical Ins Co",1997,1999,3,0,0,0,66,39,27,1,0
"994",10393,"Texas Medical Ins Co",1997,2000,4,0,0,0,66,39,27,1,0
"995",10393,"Texas Medical Ins Co",1997,2001,5,0,0,0,66,39,27,1,0
"996",10393,"Texas Medical Ins Co",1997,2002,6,0,0,0,66,39,27,1,0
"997",10393,"Texas Medical Ins Co",1997,2003,7,3,0,0,66,39,27,1,0
"998",10393,"Texas Medical Ins Co",1997,2004,8,3,0,0,66,39,27,1,0
"999",10393,"Texas Medical Ins Co",1997,2005,9,3,0,0,66,39,27,1,0
"1000",10393,"Texas Medical Ins Co",1997,2006,10,0,0,0,66,39,27,1,0
"1001",10697,"MCIC VT Inc RRG",1988,1988,1,0,0,0,0,0,0,1,14856
"1002",10697,"MCIC VT Inc RRG",1988,1989,2,0,0,0,0,0,0,1,14856
"1003",10697,"MCIC VT Inc RRG",1988,1990,3,0,0,0,0,0,0,1,14856
"1004",10697,"MCIC VT Inc RRG",1988,1991,4,0,0,0,0,0,0,1,14856
"1005",10697,"MCIC VT Inc RRG",1988,1992,5,0,0,0,0,0,0,1,14856
"1006",10697,"MCIC VT Inc RRG",1988,1993,6,0,0,0,0,0,0,1,14856
"1007",10697,"MCIC VT Inc RRG",1988,1994,7,0,0,0,0,0,0,1,14856
"1008",10697,"MCIC VT Inc RRG",1988,1995,8,0,0,0,0,0,0,1,14856
"1009",10697,"MCIC VT Inc RRG",1988,1996,9,0,0,0,0,0,0,1,14856
"1010",10697,"MCIC VT Inc RRG",1988,1997,10,0,0,0,0,0,0,1,14856
"1011",10697,"MCIC VT Inc RRG",1989,1989,1,0,0,0,0,0,0,1,14856
"1012",10697,"MCIC VT Inc RRG",1989,1990,2,0,0,0,0,0,0,1,14856
"1013",10697,"MCIC VT Inc RRG",1989,1991,3,0,0,0,0,0,0,1,14856
"1014",10697,"MCIC VT Inc RRG",1989,1992,4,0,0,0,0,0,0,1,14856
"1015",10697,"MCIC VT Inc RRG",1989,1993,5,0,0,0,0,0,0,1,14856
"1016",10697,"MCIC VT Inc RRG",1989,1994,6,0,0,0,0,0,0,1,14856
"1017",10697,"MCIC VT Inc RRG",1989,1995,7,0,0,0,0,0,0,1,14856
"1018",10697,"MCIC VT Inc RRG",1989,1996,8,0,0,0,0,0,0,1,14856
"1019",10697,"MCIC VT Inc RRG",1989,1997,9,0,0,0,0,0,0,1,14856
"1020",10697,"MCIC VT Inc RRG",1989,1998,10,0,0,0,0,0,0,1,14856
"1021",10697,"MCIC VT Inc RRG",1990,1990,1,0,0,0,0,0,0,1,14856
"1022",10697,"MCIC VT Inc RRG",1990,1991,2,0,0,0,0,0,0,1,14856
"1023",10697,"MCIC VT Inc RRG",1990,1992,3,0,0,0,0,0,0,1,14856
"1024",10697,"MCIC VT Inc RRG",1990,1993,4,0,0,0,0,0,0,1,14856
"1025",10697,"MCIC VT Inc RRG",1990,1994,5,0,0,0,0,0,0,1,14856
"1026",10697,"MCIC VT Inc RRG",1990,1995,6,0,0,0,0,0,0,1,14856
"1027",10697,"MCIC VT Inc RRG",1990,1996,7,0,0,0,0,0,0,1,14856
"1028",10697,"MCIC VT Inc RRG",1990,1997,8,0,0,0,0,0,0,1,14856
"1029",10697,"MCIC VT Inc RRG",1990,1998,9,0,0,0,0,0,0,1,14856
"1030",10697,"MCIC VT Inc RRG",1990,1999,10,0,0,0,0,0,0,1,14856
"1031",10697,"MCIC VT Inc RRG",1991,1991,1,0,0,0,0,0,0,1,14856
"1032",10697,"MCIC VT Inc RRG",1991,1992,2,0,0,0,0,0,0,1,14856
"1033",10697,"MCIC VT Inc RRG",1991,1993,3,0,0,0,0,0,0,1,14856
"1034",10697,"MCIC VT Inc RRG",1991,1994,4,0,0,0,0,0,0,1,14856
"1035",10697,"MCIC VT Inc RRG",1991,1995,5,0,0,0,0,0,0,1,14856
"1036",10697,"MCIC VT Inc RRG",1991,1996,6,0,0,0,0,0,0,1,14856
"1037",10697,"MCIC VT Inc RRG",1991,1997,7,0,0,0,0,0,0,1,14856
"1038",10697,"MCIC VT Inc RRG",1991,1998,8,0,0,0,0,0,0,1,14856
"1039",10697,"MCIC VT Inc RRG",1991,1999,9,0,0,0,0,0,0,1,14856
"1040",10697,"MCIC VT Inc RRG",1991,2000,10,0,0,0,0,0,0,1,14856
"1041",10697,"MCIC VT Inc RRG",1992,1992,1,0,0,0,0,0,0,1,14856
"1042",10697,"MCIC VT Inc RRG",1992,1993,2,0,0,0,0,0,0,1,14856
